Set,Plant,Strain,Leaf,Rep,PLACL,pycnidiaPerCm2Leaf,pycnidiaPerCm2Lesion
set3,PyrSep_097,mix1,1,R3,14.24781447,6.683376754,46.90808382
set3,PyrSep_097,mix1,2,R3,3.938980363,0.491171162,12.46950016
set3,PyrSep_097,mix1,3,R3,6.678708815,2.554256918,38.24477138
set3,PyrSep_097,mix4,1,R4,0,0,0
set3,PyrSep_097,mix4,2,R4,4.088417299,0.840532968,20.55888394
set3,PyrSep_097,mix4,3,R4,0,0,0
set4,PyrSep_098,mix3,1,R2,30.060456466,14.132451874,47.013430719
set4,PyrSep_098,mix3,2,R2,8.824435618,10.561857625,119.688760633
set4,PyrSep_098,mix3,3,R2,0,0,0
set4,PyrSep_098,mix2,1,R3,0,0,0
set4,PyrSep_098,mix2,2,R3,0,0,0
set4,PyrSep_098,mix2,3,R3,0,0,0
set4,PyrSep_098,mix1,2,R4,53.43070082,34.57450853,64.70906802
set4,PyrSep_098,mix1,3,R4,94.90010046,64.97088237,68.46239578
set1,PyrSep_100,check2,1,R1,0,0,0
set1,PyrSep_100,check2,2,R1,0,0,0
set1,PyrSep_100,check2,3,R1,0,0,0
set1,PyrSep_100,MOCK,1,R1,0,0,0
set1,PyrSep_100,MOCK,2,R1,0,0,0
set1,PyrSep_100,MOCK,3,R1,0,0,0
set2,PyrSep_100,check2,1,R1,0,0,0
set2,PyrSep_100,check2,2,R1,0,0,0
set2,PyrSep_100,check2,3,R1,15.15052631,21.61258505,142.6523713
set2,PyrSep_100,MOCK,1,R1,0,0,0
set2,PyrSep_100,MOCK,2,R1,0,0,0
set2,PyrSep_100,MOCK,3,R1,2.922092598,2.194969269,75.1163488
set3,PyrSep_100,check2,1,R1,0,0,0
set3,PyrSep_100,check2,2,R1,0,0,0
set3,PyrSep_100,check2,3,R1,0,0,0
set3,PyrSep_100,MOCK,1,R1,0,0,0
set3,PyrSep_100,MOCK,2,R1,0,0,0
set3,PyrSep_100,MOCK,3,R1,0,0,0
set4,PyrSep_100,check2,1,R1,5.079165593,2.411263415,47.47361296
set4,PyrSep_100,check2,2,R1,0,0,0
set4,PyrSep_100,check2,3,R1,0,0,0
set4,PyrSep_100,MOCK,1,R1,0,0,0
set4,PyrSep_100,MOCK,2,R1,0,0,0
set4,PyrSep_100,MOCK,3,R1,0,0,0
set5,PyrSep_100,check2,1,R1,0,0,0
set5,PyrSep_100,check2,2,R1,0,0,0
set5,PyrSep_100,MOCK,1,R1,0,0,0
set5,PyrSep_100,MOCK,2,R1,0,0,0
set5,PyrSep_100,MOCK,3,R1,0,0,0
set6,PyrSep_100,check2,1,R1,5.648879221,5.561400952,98.45140485
set6,PyrSep_100,check2,2,R1,3.472996994,2.286304339,65.83087584
set6,PyrSep_100,check2,3,R1,0,0,0
set6,PyrSep_100,MOCK,1,R1,0,0,0
set6,PyrSep_100,MOCK,2,R1,0,0,0
set6,PyrSep_100,MOCK,3,R1,0,0,0
set7,PyrSep_100,check2,1,R1,0,0,0
set7,PyrSep_100,check2,2,R1,0,0,0
set7,PyrSep_100,check2,3,R1,0,0,0
set7,PyrSep_100,MOCK,1,R1,0,0,0
set7,PyrSep_100,MOCK,2,R1,0,0,0
set7,PyrSep_100,MOCK,3,R1,0,0,0
set8,PyrSep_100,check2,1,R1,11.27435656,3.06253119,27.16368934
set8,PyrSep_100,check2,2,R1,7.722969202,2.342839719,30.33599717
set8,PyrSep_100,check2,3,R1,0,0,0
set8,PyrSep_100,MOCK,1,R1,2.933468029,1.228978411,41.8950675
set8,PyrSep_100,MOCK,2,R1,5.520291861,2.278817257,41.28073867
set8,PyrSep_100,MOCK,3,R1,3.276745223,1.626455601,49.63631562
set6,PyrSep_100,check2,1,R2,4.278444367,1.808532331,42.270792273
set6,PyrSep_100,check2,2,R2,4.357701082,1.747492824,40.101255015
set6,PyrSep_100,check2,3,R2,0,0,0
set6,PyrSep_100,MOCK,1,R2,2.92427896,0.721194179,24.662290747
set6,PyrSep_100,MOCK,2,R2,0,0,0
set6,PyrSep_100,MOCK,3,R2,4.940083334,1.206486164,24.422384846
set2,PyrSep_100,check2,1,R2,0,0,0
set2,PyrSep_100,MOCK,1,R2,0,0,0
set2,PyrSep_100,MOCK,2,R2,0,0,0
set2,PyrSep_100,MOCK,3,R2,0,0,0
set1,PyrSep_100,check2,1,R2,11.786418378,12.049304804,102.230418245
set1,PyrSep_100,check2,2,R2,9.611338558000002,10.778929624,112.148058871
set1,PyrSep_100,check2,3,R2,26.937548843,50.632256875,187.961633669
set1,PyrSep_100,MOCK,1,R2,0,0,0
set1,PyrSep_100,MOCK,2,R2,0,0,0
set1,PyrSep_100,MOCK,3,R2,5.878646454,3.974959937,67.616924552
set5,PyrSep_100,check2,1,R2,0,0,0
set5,PyrSep_100,check2,2,R2,6.037893101,4.298477195,71.191674366
set5,PyrSep_100,check2,3,R2,4.377556059,3.244603666,74.11906605
set5,PyrSep_100,MOCK,1,R2,0,0,0
set5,PyrSep_100,MOCK,2,R2,0,0,0
set5,PyrSep_100,MOCK,3,R2,6.178695721,6.584105218,106.561409011
set8,PyrSep_100,check2,1,R2,0,0,0
set8,PyrSep_100,check2,2,R2,0,0,0
set8,PyrSep_100,check2,3,R2,0,0,0
set8,PyrSep_100,MOCK,1,R2,0,0,0
set8,PyrSep_100,MOCK,2,R2,0,0,0
set7,PyrSep_100,check2,1,R2,0,0,0
set7,PyrSep_100,check2,2,R2,0,0,0
set7,PyrSep_100,check2,3,R2,0,0,0
set7,PyrSep_100,MOCK,1,R2,0,0,0
set7,PyrSep_100,MOCK,2,R2,3.860328173,3.201093443,82.922831953
set7,PyrSep_100,MOCK,3,R2,9.824249104,10.297795578,104.82017983
set3,PyrSep_100,check2,1,R2,12.313861704,13.793606097,112.016899566
set3,PyrSep_100,check2,2,R2,9.353781841,5.375695816,57.470827388
set3,PyrSep_100,check2,3,R2,2.863748364,2.852408497,99.60402016
set3,PyrSep_100,MOCK,1,R2,4.150733298,1.10717785,26.674271036
set3,PyrSep_100,MOCK,2,R2,2.931307688,1.9294247390000001,65.821297002
set3,PyrSep_100,MOCK,3,R2,6.718665253,8.129998463,121.006154601
set4,PyrSep_100,check2,1,R2,8.168094827,1.824236068,22.333678861
set4,PyrSep_100,check2,2,R2,4.177776477,1.525953328,36.525489975
set4,PyrSep_100,check2,3,R2,0,0,0
set4,PyrSep_100,MOCK,1,R2,0,0,0
set4,PyrSep_100,MOCK,2,R2,0,0,0
set4,PyrSep_100,MOCK,3,R2,0,0,0
set6,PyrSep_100,check2,2,R3,2.898526845,1.842083231,63.55239505
set6,PyrSep_100,check2,3,R3,3.525026871,3.235960395,91.79959513
set6,PyrSep_100,MOCK,1,R3,0,0,0
set6,PyrSep_100,MOCK,2,R3,3.460229094,2.271457738,65.64472108
set3,PyrSep_100,check2,1,R3,12.51186549,15.4034127,123.1104403
set3,PyrSep_100,check2,2,R3,15.26552067,24.40755168,159.8867947
set3,PyrSep_100,check2,3,R3,11.44454362,12.13100854,105.9981852
set3,PyrSep_100,MOCK,1,R3,0,0,0
set3,PyrSep_100,MOCK,2,R3,20.23867185,6.869183677,33.94088173
set3,PyrSep_100,MOCK,3,R3,0,0,0
set7,PyrSep_100,check2,1,R3,0,0,0
set7,PyrSep_100,check2,2,R3,0,0,0
set7,PyrSep_100,check2,3,R3,2.282979999,3.363434492,147.3264984
set7,PyrSep_100,MOCK,1,R3,5.641968994,3.903742989,69.19114574
set7,PyrSep_100,MOCK,2,R3,0,0,0
set7,PyrSep_100,MOCK,3,R3,0,0,0
set4,PyrSep_100,check2,1,R3,0,0,0
set4,PyrSep_100,check2,2,R3,0,0,0
set4,PyrSep_100,check2,3,R3,3.301788754,6.498759837,196.8254277
set4,PyrSep_100,MOCK,1,R3,0,0,0
set4,PyrSep_100,MOCK,2,R3,0,0,0
set4,PyrSep_100,MOCK,3,R3,0,0,0
set8,PyrSep_100,MOCK,1,R3,0,0,0
set8,PyrSep_100,MOCK,2,R3,0,0,0
set8,PyrSep_100,MOCK,3,R3,0,0,0
set1,PyrSep_100,check2,1,R3,0,0,0
set1,PyrSep_100,check2,2,R3,0,0,0
set1,PyrSep_100,check2,3,R3,9.387706501,17.84069002,190.0431166
set1,PyrSep_100,MOCK,1,R3,0,0,0
set1,PyrSep_100,MOCK,2,R3,3.126482737,4.036800777,129.1163623
set1,PyrSep_100,MOCK,3,R3,4.56594804,2.132059902,46.69479116
set5,PyrSep_100,check2,1,R3,0,0,0
set5,PyrSep_100,check2,2,R3,0,0,0
set5,PyrSep_100,check2,3,R3,0,0,0
set5,PyrSep_100,MOCK,1,R3,0,0,0
set5,PyrSep_100,MOCK,2,R3,0,0,0
set5,PyrSep_100,MOCK,3,R3,0,0,0
set2,PyrSep_100,check2,1,R3,8.586873958,4.623422509,53.84290642
set2,PyrSep_100,check2,2,R3,0,0,0
set2,PyrSep_100,check2,3,R3,8.93953669,15.90872379,177.9591532
set2,PyrSep_100,MOCK,1,R3,3.325582355,0.767695658,23.0845481
set2,PyrSep_100,MOCK,2,R3,3.876288205,1.788860857,46.14880944
set2,PyrSep_100,MOCK,3,R3,2.394816362,1.875939086,78.33331674
set8,PyrSep_100,check2,1,R4,4.458216825,0.622427235,13.96134956
set8,PyrSep_100,check2,2,R4,8.206414663,8.046756146,98.05446687
set8,PyrSep_100,check2,3,R4,0,0,0
set8,PyrSep_100,MOCK,1,R4,0,0,0
set8,PyrSep_100,MOCK,2,R4,5.521588087,1.368249373,24.77999719
set8,PyrSep_100,MOCK,3,R4,0,0,0
set2,PyrSep_100,check2,1,R4,62.92264315,35.99730786,57.20882985
set2,PyrSep_100,check2,2,R4,37.60839156,27.14822498,72.18661542
set2,PyrSep_100,check2,3,R4,80.16314672,38.05115796,47.46714609
set2,PyrSep_100,MOCK,1,R4,0,0,0
set2,PyrSep_100,MOCK,2,R4,0,0,0
set2,PyrSep_100,MOCK,3,R4,9.992855129,3.574675995,35.77231882
set6,PyrSep_100,check2,1,R4,2.91815772,4.712947499,161.5042075
set6,PyrSep_100,check2,2,R4,0,0,0
set6,PyrSep_100,check2,3,R4,7.567105033,3.854901495,50.94288341
set6,PyrSep_100,MOCK,1,R4,0,0,0
set6,PyrSep_100,MOCK,2,R4,0,0,0
set6,PyrSep_100,MOCK,3,R4,3.67549134,3.120622234,84.90353928
set3,PyrSep_100,check2,1,R4,5.911368685,2.370281091,40.09699305
set3,PyrSep_100,check2,2,R4,0,0,0
set3,PyrSep_100,check2,3,R4,5.881804015,4.434715607,75.39720121
set3,PyrSep_100,MOCK,1,R4,3.47049112,2.056276431,59.25030089
set3,PyrSep_100,MOCK,2,R4,0,0,0
set3,PyrSep_100,MOCK,3,R4,0,0,0
set7,PyrSep_100,check2,1,R4,5.185686388,5.403097341,104.1925203
set7,PyrSep_100,check2,2,R4,0,0,0
set7,PyrSep_100,MOCK,1,R4,2.872364657,2.926199071,101.8742193
set7,PyrSep_100,MOCK,2,R4,14.80969272,7.531852444,50.85758757
set7,PyrSep_100,MOCK,3,R4,0,0,0
set4,PyrSep_100,check2,1,R4,8.325187296999998,8.767601516,105.3141654
set4,PyrSep_100,check2,2,R4,2.964872089,2.611078173,88.06714404
set4,PyrSep_100,check2,3,R4,7.817245969,16.66474251,213.1792011
set4,PyrSep_100,MOCK,1,R4,0,0,0
set4,PyrSep_100,MOCK,2,R4,0,0,0
set4,PyrSep_100,MOCK,3,R4,0,0,0
set1,PyrSep_100,check2,1,R4,13.35123771,10.68973803,80.06552093
set1,PyrSep_100,check2,2,R4,7.529915718,2.263009241,30.05357996
set1,PyrSep_100,check2,3,R4,8.73900006,2.332470222,26.69035594
set1,PyrSep_100,MOCK,1,R4,3.112094784,0.738410409,23.72711823
set1,PyrSep_100,MOCK,2,R4,3.80452197,2.094367399,55.04942316
set1,PyrSep_100,MOCK,3,R4,4.279073359,0,0
set5,PyrSep_100,check2,1,R4,0,0,0
set5,PyrSep_100,check2,2,R4,0,0,0
set5,PyrSep_100,check2,3,R4,4.59323333,3.230513988,70.33202445
set5,PyrSep_100,MOCK,1,R4,3.531420812,1.812331768,51.3201871
set5,PyrSep_100,MOCK,2,R4,0,0,0
set5,PyrSep_100,MOCK,3,R4,8.112974801,4.560860503,56.21687007
set5,PyrSep_103,mix1,1,R1,45.03266473,53.06244045,117.8310028
set5,PyrSep_103,mix1,2,R1,66.78173314,66.59834718,99.72539504
set5,PyrSep_103,mix3,1,R3,94.99237197,55.1876518,58.09692995
set5,PyrSep_103,mix3,2,R3,93.05941648,73.61993863,79.11068156
set5,PyrSep_103,mix3,3,R3,57.66573843,27.48203112,47.65746848
set5,PyrSep_103,mix2,1,R4,24.06482236,5.948207471,24.71743769
set5,PyrSep_103,mix2,2,R4,21.29365277,18.5566336,87.14631444
set5,PyrSep_103,mix2,3,R4,6.034248915,1.68927903,27.99485161
set5,PyrSep_104,mix1,1,R1,97.4670052,84.20527401,86.39361991
set5,PyrSep_104,mix3,1,R3,9.920434921,4.537907821,45.74303301
set5,PyrSep_104,mix3,2,R3,5.953630932,4.323636806,72.62184799
set5,PyrSep_104,mix3,3,R3,5.419318228,5.552569852,102.4588263
set5,PyrSep_104,mix2,1,R4,35.39659999,57.66699595,162.9167659
set5,PyrSep_104,mix2,2,R4,16.57632233,24.5141517,147.886553
set5,PyrSep_104,mix2,3,R4,0,0,0
set7,PyrSep_105,mix3,1,R1,57.90735516,49.0156053,84.64486965
set7,PyrSep_105,mix3,2,R1,40.01967804,48.6612174,121.5932256
set7,PyrSep_105,mix2,1,R2,34.316810398,17.469830856,50.907501755
set7,PyrSep_105,mix2,2,R2,89.96475906899998,44.06763237,48.983216124
set7,PyrSep_105,mix2,3,R2,66.848873204,24.759347725,37.037793666
set7,PyrSep_105,mix1,1,R3,18.71577709,14.28681242,76.33566244
set7,PyrSep_105,mix1,2,R3,17.07945474,13.73594375,80.42378373
set7,PyrSep_105,mix1,3,R3,14.41377504,13.48720514,93.57163616
set7,PyrSep_105,mix4,1,R4,42.62474366,31.7063191,74.38477368
set7,PyrSep_105,mix4,2,R4,20.27245908,20.62202238,101.7243261
set7,PyrSep_105,mix4,3,R4,19.79356547,22.43096628,113.3245362
set2,PyrSep_106,mix2,1,R1,45.76443293,26.17827896,57.20223606
set2,PyrSep_106,mix2,2,R1,12.90705908,6.046451328,46.84608083
set2,PyrSep_106,mix2,3,R1,85.44375997999998,69.19344138,80.98126931
set2,PyrSep_106,mix1,2,R2,23.620758065,15.195356966,64.330522012
set2,PyrSep_106,mix1,3,R2,64.807892328,77.856730414,120.134643508
set2,PyrSep_106,mix4,2,R3,35.5114101,32.87439069,92.57416306
set2,PyrSep_106,mix4,3,R3,25.03514783,39.62083767,158.2608497
set2,PyrSep_106,mix3,1,R4,27.73313934,17.69411669,63.8013478
set2,PyrSep_106,mix3,2,R4,16.06868131,13.00640594,80.94258446
set2,PyrSep_106,mix3,3,R4,0,0,0
set1,PyrSep_107,mix1,1,R1,70.44242877,79.42981793,112.7584885
set1,PyrSep_107,mix1,2,R1,35.52315127,37.58085032,105.7925577
set1,PyrSep_107,mix1,3,R1,55.63338513,61.58635795,110.7003606
set1,PyrSep_107,mix4,1,R2,4.32155791,3.081798084,71.312201495
set1,PyrSep_107,mix4,2,R2,0,0,0
set1,PyrSep_107,mix4,3,R2,4.008276186,6.05563995,151.078410478
set1,PyrSep_107,mix3,1,R3,56.82422104,40.59029156,71.43132068
set1,PyrSep_107,mix3,3,R3,79.14872741,38.40209198,48.51890009
set1,PyrSep_107,mix2,1,R4,51.83098398,25.10753216,48.4411644
set1,PyrSep_107,mix2,2,R4,52.24560904,21.63787629,41.41568389
set1,PyrSep_107,mix2,3,R4,42.47801415,17.2593143,40.63117038
set4,PyrSep_109,mix3,1,R2,74.613725396,10.31051278,13.818520286
set4,PyrSep_109,mix3,2,R2,67.694399137,24.725521594,36.525210222
set4,PyrSep_109,mix3,3,R2,97.55235005,28.810664984,29.533542728
set4,PyrSep_109,mix2,1,R3,26.20664247,12.4497398,47.50604664
set4,PyrSep_109,mix2,2,R3,10.72978831,16.92609307,157.7486207
set4,PyrSep_109,mix2,3,R3,21.15530299,14.47736323,68.43373141
set4,PyrSep_109,mix1,1,R4,46.73633661,17.29620611,37.00804848
set4,PyrSep_109,mix1,2,R4,21.71426877,14.53970975,66.95924189
set4,PyrSep_109,mix1,3,R4,15.62976872,9.430544956,60.33707297
set5,PyrSep_110,mix1,1,R1,97.05198566,54.90452839,56.57228754
set5,PyrSep_110,mix1,3,R1,96.85157326,57.43404691,59.30109855
set5,PyrSep_110,mix4,1,R2,3.578358661,0,0
set5,PyrSep_110,mix4,2,R2,14.045096558,16.091645287,114.571268487
set5,PyrSep_110,mix4,3,R2,0,0,0
set5,PyrSep_110,mix3,1,R3,54.77561211,32.10399283,58.61001199
set5,PyrSep_110,mix3,2,R3,97.75130631,43.53657753,44.53810304
set5,PyrSep_110,mix3,3,R3,95.80436316,54.86222938,57.26485472
set5,PyrSep_110,mix2,1,R4,32.43292659,8.571706856,26.42902679
set5,PyrSep_110,mix2,2,R4,42.69893413,9.79079867,22.92984326
set4,PyrSep_111,mix3,1,R2,30.825445826,9.32827139,30.261594408
set4,PyrSep_111,mix3,2,R2,8.659326105,2.098183653,24.230334184
set4,PyrSep_111,mix3,3,R2,10.15204133,2.132009337,21.000794498
set4,PyrSep_111,mix2,1,R3,9.726181608,12.00246471,123.4036665
set4,PyrSep_111,mix2,2,R3,30.14628285,30.78504285,102.1188682
set4,PyrSep_111,mix2,3,R3,26.48538449,15.62639362,59.00006332
set4,PyrSep_111,mix1,1,R4,6.43501156,3.672961027,57.0777689
set4,PyrSep_111,mix1,2,R4,8.746549308,3.967008433,45.3551257
set4,PyrSep_111,mix1,3,R4,0,0,0
set1,PyrSep_113,check1,1,R1,0,0,0
set1,PyrSep_113,check1,2,R1,0,0,0
set1,PyrSep_113,check1,3,R1,0,0,0
set2,PyrSep_113,check1,1,R1,3.567231852,0.316425362,8.870333511
set2,PyrSep_113,check1,2,R1,12.12409382,9.571589587,78.94684524
set2,PyrSep_113,check1,3,R1,30.90846704,17.73043173,57.36431932
set4,PyrSep_113,check1,1,R1,13.54942639,3.995745403,29.49014436
set4,PyrSep_113,check1,2,R1,0,0,0
set4,PyrSep_113,check1,3,R1,26.23999224,7.773463823,29.62448979
set5,PyrSep_113,check1,1,R1,0,0,0
set5,PyrSep_113,check1,2,R1,0,0,0
set5,PyrSep_113,check1,3,R1,0,0,0
set6,PyrSep_113,check1,1,R1,0,0,0
set6,PyrSep_113,check1,2,R1,0,0,0
set6,PyrSep_113,check1,3,R1,0,0,0
set7,PyrSep_113,check1,1,R1,7.420347387999999,5.659541566,76.27057428
set7,PyrSep_113,check1,2,R1,3.657818424,4.981100623,136.1768149
set7,PyrSep_113,check1,3,R1,0,0,0
set8,PyrSep_113,check1,1,R1,8.712213976999998,3.309551487,37.98749084
set8,PyrSep_113,check1,2,R1,22.66251186,5.385949786,23.76589947
set8,PyrSep_113,check1,3,R1,0,0,0
set6,PyrSep_113,check1,1,R2,0,0,0
set6,PyrSep_113,check1,2,R2,8.419906703,5.151878827,61.186887321
set6,PyrSep_113,check1,3,R2,40.814589887,32.047051505,78.51861698
set2,PyrSep_113,check1,1,R2,14.453944455,14.100101292,97.551926643
set2,PyrSep_113,check1,2,R2,29.148071429,18.366493388,63.011007203
set2,PyrSep_113,check1,3,R2,12.024803755,16.309176184,135.629458215
set1,PyrSep_113,check1,1,R2,0,0,0
set1,PyrSep_113,check1,2,R2,15.827177602,17.83379213,112.678284015
set5,PyrSep_113,check1,1,R2,6.89848088,0.469141573,6.800650484
set5,PyrSep_113,check1,2,R2,17.783074532,6.54006496,36.776907996
set5,PyrSep_113,check1,3,R2,22.07166997,12.132441147,54.968387819
set8,PyrSep_113,check1,1,R2,2.780891439,1.383580143,49.753115996
set8,PyrSep_113,check1,2,R2,2.702035457,0,0
set8,PyrSep_113,check1,3,R2,14.307404445,12.828255907,89.661657051
set7,PyrSep_113,check1,1,R2,7.468923985,0.340700889,4.561579284
set7,PyrSep_113,check1,2,R2,12.820217758,5.079425772,39.620432879
set7,PyrSep_113,check1,3,R2,23.085986484,20.358912273,88.187317821
set3,PyrSep_113,check1,1,R2,16.927057021,3.413886001,20.168219415
set3,PyrSep_113,check1,2,R2,8.979592764999998,1.778232189,19.803038236
set3,PyrSep_113,check1,3,R2,0,0,0
set4,PyrSep_113,check1,1,R2,5.78558899,1.885886865,32.596281352
set4,PyrSep_113,check1,2,R2,0,0,0
set4,PyrSep_113,check1,3,R2,10.610817275,10.36661761,97.698578163
set6,PyrSep_113,check1,1,R3,10.53152638,7.249214345,68.83346331
set6,PyrSep_113,check1,2,R3,10.99509746,7.679565266,69.84535874
set6,PyrSep_113,check1,3,R3,4.771910056,2.200441764,46.11238975
set3,PyrSep_113,check1,1,R3,22.96553233,9.84120132,42.85204967
set3,PyrSep_113,check1,2,R3,9.301536338,2.276470207,24.4741312
set3,PyrSep_113,check1,3,R3,31.55060693,30.95179419,98.10205635
set7,PyrSep_113,check1,1,R3,35.41366219,32.08827154,90.6098651
set7,PyrSep_113,check1,2,R3,29.01999208,33.75030896,116.3002005
set7,PyrSep_113,check1,3,R3,26.49972978,20.73920818,78.26196099
set4,PyrSep_113,check1,1,R3,40.6382785,47.9226724,117.9249569
set4,PyrSep_113,check1,2,R3,24.18500535,18.97064866,78.43971247
set4,PyrSep_113,check1,3,R3,17.05355146,12.33113566,72.3083147
set8,PyrSep_113,check1,1,R3,0,0,0
set8,PyrSep_113,check1,2,R3,0,0,0
set8,PyrSep_113,check1,3,R3,0,0,0
set1,PyrSep_113,check1,1,R3,25.68433954,32.8556933,127.9211141
set1,PyrSep_113,check1,2,R3,0,0,0
set1,PyrSep_113,check1,3,R3,15.11833948,17.42726031,115.2723177
set5,PyrSep_113,check1,1,R3,5.982354775,3.373776974,56.39546803
set5,PyrSep_113,check1,2,R3,0,0,0
set5,PyrSep_113,check1,3,R3,4.789645356,4.308505422,89.95458122
set2,PyrSep_113,check1,1,R3,70.67230311,38.50101469,54.47822272
set2,PyrSep_113,check1,2,R3,53.58404573,36.82463209,68.72312754
set2,PyrSep_113,check1,3,R3,92.26937688,44.9247697,48.6887104
set8,PyrSep_113,check1,1,R4,18.43538367,16.44204524,89.18743182
set8,PyrSep_113,check1,2,R4,41.32634497,19.76816065,47.83428261
set8,PyrSep_113,check1,3,R4,12.01673389,3.017761593,25.11299343
set2,PyrSep_113,check1,1,R4,94.24999896,36.94425761,39.19815174
set2,PyrSep_113,check1,2,R4,94.16579962,29.40418738,31.22597322
set2,PyrSep_113,check1,3,R4,92.04287337,47.27532783,51.36229031
set6,PyrSep_113,check1,1,R4,83.68028696999998,73.22983308,87.51145069
set6,PyrSep_113,check1,2,R4,91.86126801,60.3584969,65.70614385
set6,PyrSep_113,check1,3,R4,82.93205392,56.57794885,68.22205188
set3,PyrSep_113,check1,1,R4,39.10716592,23.88746778,61.08207337
set3,PyrSep_113,check1,2,R4,21.010403320000002,12.64810575,60.1992525
set7,PyrSep_113,check1,1,R4,4.98471932,3.083523211,61.85951531
set7,PyrSep_113,check1,2,R4,0,0,0
set7,PyrSep_113,check1,3,R4,0,0,0
set4,PyrSep_113,check1,1,R4,7.500200042,5.241351025,69.8828164
set4,PyrSep_113,check1,2,R4,49.72798615,25.22090458,50.71772765
set4,PyrSep_113,check1,3,R4,25.37359828,18.76746199,73.96452712
set1,PyrSep_113,check1,1,R4,4.846401536,1.484431681,30.62956442
set1,PyrSep_113,check1,2,R4,4.091560164,2.27562212,55.61746691
set1,PyrSep_113,check1,3,R4,8.563458177999998,3.436056194,40.12463332
set5,PyrSep_113,check1,1,R4,13.61278409,4.767239547,35.02031264
set5,PyrSep_113,check1,2,R4,24.36814235,11.23605738,46.10961813
set5,PyrSep_113,check1,3,R4,6.919556725,3.932963667,56.83837598
set6,PyrSep_115,mix2,3,R1,56.5245117,56.9004639,100.6651136
set6,PyrSep_115,mix1,1,R2,22.864466657,15.167977155,66.338644074
set6,PyrSep_115,mix1,2,R2,11.315618445,4.790269573,42.333254663
set6,PyrSep_115,mix1,3,R2,14.540773195,15.493224621,106.550211694
set6,PyrSep_115,mix4,1,R3,24.5892381,42.23770052,171.7731161
set6,PyrSep_115,mix4,3,R3,10.64659767,13.05671479,122.6374397
set6,PyrSep_115,mix3,1,R4,2.975197773,2.276687878,76.52223654
set6,PyrSep_115,mix3,2,R4,0,0,0
set6,PyrSep_115,mix3,3,R4,5.992569032,3.832165886,63.94863147
set2,PyrSep_121,mix2,1,R1,5.986444517,9.740427147,162.7080502
set2,PyrSep_121,mix2,2,R1,17.16297581,14.33746686,83.53718501
set2,PyrSep_121,mix2,3,R1,4.190584008,4.170479861,99.52025428
set2,PyrSep_121,mix1,1,R2,0,0,0
set2,PyrSep_121,mix1,2,R2,20.962154638,21.44652092,102.310670303
set2,PyrSep_121,mix1,3,R2,0,0,0
set2,PyrSep_121,mix4,2,R3,14.72265165,22.47868319,152.6809417
set2,PyrSep_121,mix4,3,R3,0,0,0
set2,PyrSep_121,mix3,1,R4,8.780096308,6.156741754,70.12157428
set2,PyrSep_121,mix3,2,R4,6.319675748,7.02732794,111.1976029
set2,PyrSep_138,mix2,1,R1,59.25257622,14.25957199,24.06574179
set2,PyrSep_138,mix2,2,R1,48.19026104,16.01273733,33.2281606
set2,PyrSep_138,mix2,3,R1,33.33465449,8.893848798,26.68048892
set2,PyrSep_138,mix1,1,R2,81.110588815,12.93534314,15.947786015
set2,PyrSep_138,mix1,2,R2,18.268727021,5.247478928,28.723834572
set2,PyrSep_138,mix1,3,R2,56.597047915,10.894396379,19.249054112
set2,PyrSep_138,mix4,1,R3,0,0,0
set2,PyrSep_138,mix4,2,R3,0,0,0
set2,PyrSep_138,mix4,3,R3,5.867893932,5.075724115,86.49992951
set2,PyrSep_138,mix3,1,R4,33.79383083,5.974298706,17.67866666
set2,PyrSep_138,mix3,2,R4,29.83217457,3.618715877,12.13024504
set2,PyrSep_138,mix3,3,R4,0,0,0
set3,PyrSep_146,mix3,1,R1,73.76319227,41.32705135,56.02665785
set3,PyrSep_146,mix3,2,R1,34.45332403,10.95769325,31.80445881
set3,PyrSep_146,mix3,3,R1,10.82390953,4.446790481,41.08303444
set3,PyrSep_146,mix2,1,R2,51.770854944,6.259276862,12.09034865
set3,PyrSep_146,mix2,2,R2,29.353031603,8.257735896,28.132480512
set3,PyrSep_146,mix2,3,R2,27.11874978,11.865624019,43.754318011
set3,PyrSep_146,mix1,1,R3,20.27558621,2.035580469,10.03956407
set3,PyrSep_146,mix1,2,R3,32.23672226,4.786129836,14.8468253
set3,PyrSep_146,mix1,3,R3,24.47036449,4.549167588,18.5905183
set3,PyrSep_146,mix4,1,R4,11.37238809,5.807112771,51.06326593
set3,PyrSep_146,mix4,2,R4,19.79560977,2.886409137,14.58105697
set3,PyrSep_146,mix4,3,R4,19.68533196,2.917414176,14.82024373
set7,PyrSep_149,mix3,1,R1,33.81823622,21.00037834,62.09779306
set7,PyrSep_149,mix3,2,R1,14.33184646,19.6211844,136.9061862
set7,PyrSep_149,mix3,3,R1,17.70431264,8.960575477,50.61238841
set7,PyrSep_149,mix2,1,R2,13.362907611,14.342321135,107.329344429
set7,PyrSep_149,mix2,2,R2,28.246346865,25.486979464,90.231064517
set7,PyrSep_149,mix2,3,R2,18.882740785,15.935657277,84.392713206
set7,PyrSep_149,mix1,1,R3,15.25904828,4.358199318,28.56140985
set7,PyrSep_149,mix1,2,R3,79.62865456,63.3619266,79.5717659
set7,PyrSep_149,mix1,3,R3,38.53098475,34.25355279,88.89872143
set6,PyrSep_150,mix2,1,R1,22.13469929,14.23594255,64.31504837
