X.Intercept. RepR2 RepR3 RepR4 Leaf IWB74799
18.34507 -12.35961 -18.06845 -10.00704 -0.7698986 -23.11345
18.8674 -14.66256 -19.73943 -8.388819 -0.8192997 -21.83854
17.76686 -12.16082 -16.72936 -8.629965 -0.7929806 -23.51962
18.87917 -9.819145 -18.24117 -10.90019 -0.6238346 -25.57698
20.3897 -11.59204 -20.10575 -11.08479 -0.7810538 -24.53046
20.54996 -11.3084 -18.21569 -8.657063 -1.784832 -22.92028
22.75686 -12.11283 -18.85288 -8.190237 -2.006791 -22.80311
21.90824 -9.273994 -17.4618 -6.518626 -2.078888 -24.58776
21.94883 -9.818159 -15.33572 -7.280443 -2.244043 -25.47039
23.97659 -8.526586 -16.71575 -9.638765 -1.187549 -27.75714
23.64538 -8.208885 -15.51342 -4.5837 -2.239846 -26.04243
22.62632 -4.786669 -16.16577 -7.582629 -2.130854 -25.12324
22.10333 -5.407328 -15.69651 -5.224252 -1.279739 -27.02435
20.78788 -6.234831 -11.76107 -4.529251 -0.7562786 -26.96835
20.58244 -7.09191 -12.03945 -4.353563 -0.6520945 -26.8044
21.75193 -8.746177 -13.79813 -6.135088 -0.6894402 -25.62596
22.17888 -9.167237 -17.41144 -7.107234 0.04099654 -25.56655
23.04155 -11.06492 -16.89637 -10.15548 -0.2761109 -23.53407
23.11986 -10.23979 -18.32631 -9.106897 -0.1648406 -22.95668
24.22524 -9.605125 -19.17677 -11.36692 -0.8178737 -21.3589
25.95399 -12.11744 -20.7109 -9.719573 -1.070193 -21.13649
26.05694 -15.78285 -19.56217 -10.74328 -0.8149363 -20.6239
26.59455 -15.73736 -19.26955 -10.98251 -1.193624 -21.59696
26.45661 -14.31917 -20.98605 -11.14994 -1.12349 -20.8581
27.39093 -14.0069 -21.39664 -10.79426 -1.773607 -21.15356
28.59354 -12.58275 -15.25725 -9.824858 -2.61524 -22.91706
31.26506 -10.27798 -15.50816 -8.304138 -2.400287 -27.72309
30.32433 -9.397606 -16.76184 -9.282089 -0.5138055 -28.19211
31.97985 -12.48382 -20.36641 -7.924568 -0.5228343 -27.98431
32.65448 -13.0914 -18.25749 -9.987598 -0.6884367 -28.28403
31.91565 -13.60291 -18.38346 -12.32309 -1.192581 -27.33135
30.6915 -11.59485 -18.38155 -9.969716 -1.12013 -26.08569
31.58713 -14.42608 -20.21048 -9.502837 -1.427532 -25.5903
30.38237 -9.731888 -17.8678 -7.226135 -2.004531 -25.50127
33.1514 -11.63613 -21.31371 -6.190046 -1.682598 -27.44264
33.45982 -13.87493 -20.10331 -8.450733 -1.069538 -27.61449
33.20931 -12.14475 -18.0954 -10.5485 -0.9535942 -29.35536
33.12817 -8.157862 -15.52707 -6.989838 -1.529423 -30.39388
34.34023 -10.06684 -17.55449 -7.50292 -1.246564 -29.08948
33.40025 -9.005136 -13.25702 -5.384413 -1.755809 -29.48126
32.39333 -8.309092 -15.34839 -6.790423 -0.3091689 -29.66372
31.52012 -10.02519 -16.49321 -6.416548 0.02330924 -29.9202
30.69488 -11.61171 -17.38938 -8.956137 0.08666638 -29.59919
31.78196 -11.74357 -16.89333 -9.02602 -0.4988665 -29.00922
32.04628 -12.56903 -14.42831 -7.10929 -0.5009356 -29.09232
31.95968 -11.21121 -17.61632 -8.87488 0.1045519 -26.79032
33.3013 -12.15234 -18.8059 -10.11536 -0.2965073 -27.15219
34.7067 -13.23817 -22.68365 -11.88808 -0.01603387 -26.56417
34.19094 -15.78357 -20.20247 -11.56535 -0.2723804 -25.4292
33.30332 -13.22251 -18.11606 -9.468043 -1.186281 -24.59495
31.39169 -9.503675 -17.8511 -8.696687 -1.535554 -26.20329
33.63013 -10.99378 -21.09351 -8.990993 -1.145282 -25.49933
32.89675 -9.46914 -17.08081 -8.001679 -0.9811177 -26.6644
30.52771 -7.015779 -16.95359 -5.434233 -0.99279 -25.51767
27.69792 -7.874416 -15.93917 -5.061316 -0.350067 -24.01677
28.15663 -7.888957 -16.69983 -7.475656 -1.108528 -22.2533
25.8673 -6.157688 -18.26546 -5.826387 -0.8738626 -24.32048
26.51262 -6.813048 -15.50521 -2.801737 -1.370427 -26.22838
25.10516 -5.62982 -13.01918 -5.101187 -1.132351 -25.66614
24.2955 -6.879063 -12.63116 -3.638002 -1.294841 -23.6418
24.17971 -10.03984 -16.03318 -7.874689 -0.140045 -22.09037
23.95884 -11.8973 -15.0667 -6.728248 -0.441698 -20.82549
25.57231 -15.50585 -17.7818 -8.573608 -0.387413 -20.24083
23.41173 -7.432908 -15.2143 -10.30828 -0.9341155 -18.23899
22.75198 -11.05098 -17.09867 -10.53771 -0.7608482 -18.10901
22.34453 -12.95429 -17.03926 -11.08266 -0.2037703 -18.78145
21.6333 -11.67324 -19.2262 -11.4102 -0.348539 -18.68668
20.47315 -11.34311 -15.40247 -8.483609 -1.156048 -16.99638
20.8711 -10.04398 -18.55207 -7.351812 -1.038261 -17.1047
17.18685 -10.36499 -16.3214 -8.385837 -0.3913259 -17.22316
17.09276 -9.336996 -20.40989 -7.212357 -0.717946 -15.50224
15.95988 -8.324179 -17.7177 -7.176536 -1.059643 -13.23649
13.8823 -7.90901 -13.70951 -5.973551 -1.517544 -12.70826
13.93683 -9.231561 -17.76382 -8.102845 -1.699065 -11.7438
13.95483 -7.808981 -17.51017 -7.121619 -1.503955 -14.25428
15.12761 -9.658633 -16.52866 -5.074534 -1.086963 -14.19187
14.16319 -8.029081 -16.62932 -6.682497 -0.5251935 -16.35104
13.94635 -11.1024 -14.51908 -5.163175 -0.4841108 -17.48844
14.48641 -5.305109 -16.82347 -8.475539 -0.8071013 -17.13848
15.66232 -10.45399 -18.30931 -7.456652 -1.205808 -15.75959
15.28953 -10.77785 -17.16446 -5.570958 -1.846487 -15.87111
15.78449 -10.47331 -18.14498 -6.523394 -1.464418 -16.39149
14.86045 -8.023939 -18.26212 -8.334981 -0.7800382 -17.66914
14.26712 -8.568724 -15.80267 -6.547601 -1.647618 -16.48299
13.64273 -6.477293 -16.22241 -4.402056 -1.949651 -15.39833
15.4778 -9.382202 -17.06293 -5.159703 -2.036649 -17.35203
16.05347 -9.128574 -15.34256 -4.326908 -1.130948 -19.03908
15.66751 -6.5138 -16.57594 -7.673992 -0.6992679 -18.38082
16.63954 -8.858256 -16.25941 -7.426285 -0.08032032 -21.95872
18.3159 -8.036553 -15.43995 -6.769453 -0.03547023 -22.98037
18.67083 -9.984013 -17.47034 -8.58324 0.4586799 -23.24626
19.73549 -12.37183 -18.75636 -10.0047 0.004773378 -21.87059
21.99432 -11.84118 -17.22901 -9.504213 -0.8495033 -23.93952
22.903 -11.84843 -18.22301 -8.824175 -1.033858 -25.30639
22.40869 -12.93308 -16.74175 -8.247832 -1.000293 -26.56634
22.98484 -8.654317 -17.22926 -6.687664 -0.8243382 -28.16426
22.58788 -8.781195 -16.64597 -7.881896 -0.3848606 -27.27988
21.02413 -10.0247 -16.76538 -7.644406 -0.7159227 -27.01718
23.04703 -8.686457 -16.91267 -6.016211 -1.183708 -24.71652
25.61704 -6.776813 -17.20165 -5.359507 -1.413853 -27.04302
24.56867 -7.697378 -18.3115 -4.166337 -1.145264 -27.9065
27.23649 -13.67195 -18.38641 -9.744659 -1.444301 -24.45327
27.1805 -10.35559 -20.32205 -9.455692 -0.7563715 -24.29887
29.39672 -12.97744 -16.41917 -9.245084 -1.185551 -25.6432
30.38281 -10.70306 -18.1687 -9.933093 -0.8304971 -28.55509
31.43029 -10.88336 -17.53501 -9.242797 -1.508526 -27.25447
30.80653 -9.821621 -17.54863 -6.102843 -1.790186 -27.61005
31.48994 -5.745623 -18.02824 -9.599927 -1.575507 -29.63273
32.04315 -10.22946 -17.75261 -8.740933 -0.7766341 -30.59211
32.86825 -8.666584 -14.26602 -6.137722 -0.5572807 -29.77564
31.38484 -8.141999 -15.02147 -5.506692 -0.2532343 -28.72495
34.27993 -9.754762 -17.8421 -8.027625 -0.2027122 -28.57872
33.39783 -10.18315 -17.29501 -3.493158 -1.211985 -27.31306
34.32921 -10.48244 -17.28693 -6.980448 -0.8640794 -27.64782
33.88598 -11.29203 -18.12712 -9.244806 -0.494712 -27.07278
32.69443 -8.350799 -17.32182 -7.446804 -0.669396 -27.3815
31.1686 -8.75531 -16.06183 -7.310329 -1.279128 -25.43539
33.68832 -9.272704 -17.41374 -7.342292 -1.004559 -25.2336
35.30076 -11.62696 -18.38377 -11.81096 -1.176105 -23.44626
34.75862 -10.13895 -18.02469 -7.916193 -0.6262519 -25.4148
34.22715 -12.21063 -19.54565 -7.745874 -1.295522 -22.82588
35.53573 -12.55244 -20.50246 -12.89761 -0.5443577 -23.70225
35.03691 -10.4986 -19.80497 -8.932297 -0.2323318 -25.17798
36.24442 -13.02965 -19.28378 -11.03994 -0.5288031 -24.54973
34.95013 -8.385361 -18.79628 -9.711992 -0.8540879 -24.52136
33.19378 -9.23692 -15.04819 -7.272892 -1.246014 -24.75275
33.70726 -9.743634 -16.11017 -6.553554 -0.6310623 -25.71767
34.10918 -8.794626 -19.9528 -7.070452 -0.5438416 -24.68099
34.61104 -9.759906 -18.68003 -7.166623 -0.4225912 -24.1159
35.15348 -13.85407 -17.29476 -7.936707 -0.4179129 -22.71787
33.84397 -11.99561 -15.93997 -7.176412 -0.598985 -21.66677
33.76696 -7.83142 -14.81359 -5.502796 -1.306938 -21.49484
34.15562 -7.625987 -14.1633 -4.823084 -0.6770215 -23.18375
35.43086 -8.981652 -19.14647 -11.16607 0.05824463 -23.76162
35.48696 -14.83686 -21.01838 -10.41545 0.1347201 -22.40724
35.33745 -9.018034 -17.90063 -10.30694 -0.6111144 -23.02489
35.81897 -9.635787 -21.08199 -5.060306 -0.5247742 -22.58378
35.98119 -12.24386 -16.83034 -12.8647 -1.050201 -20.1585
35.05592 -11.27391 -15.78084 -6.661188 -0.7458281 -21.70755
35.99091 -10.09895 -17.24291 -8.358933 -1.283596 -21.1367
37.39081 -8.492143 -18.98582 -11.28116 -1.635395 -19.96616
38.54209 -13.21438 -18.27241 -10.37171 -0.4775002 -21.15934
38.49421 -12.30434 -20.48921 -9.894048 -1.287451 -19.00593
39.10502 -10.19375 -17.52057 -9.971323 -1.289081 -19.83493
41.24678 -10.9107 -20.54469 -10.78036 -1.065606 -19.40977
41.66382 -15.54078 -20.90821 -9.858038 -1.615717 -18.51738
40.64283 -14.44659 -19.50918 -10.798 -0.867823 -20.84616
42.31582 -13.6874 -22.93913 -13.64048 -0.4181858 -23.32683
43.13655 -14.23961 -24.21117 -10.15104 -0.5700191 -21.91082
43.27914 -12.67592 -18.33861 -11.02682 -1.193949 -21.88937
41.70152 -11.02987 -19.62179 -9.751729 -1.540186 -23.8899
39.05666 -9.522327 -13.52742 -7.444775 -2.096573 -24.53214
40.2844 -10.23435 -16.98632 -8.475143 -0.9538329 -25.90195
40.569 -12.08892 -19.66749 -7.612503 -1.062008 -24.87063
39.2018 -9.862156 -20.83751 -10.98862 -0.891416 -24.52115
39.19227 -10.45315 -20.47351 -10.25868 -0.844187 -24.97523
39.68828 -11.66227 -19.36353 -10.19973 -1.351003 -25.2905
38.55901 -8.817245 -19.92485 -6.817612 -1.130498 -26.7558
37.90962 -12.11179 -20.65236 -8.271387 -0.9778955 -26.4166
38.15413 -10.85958 -20.62747 -10.51 -0.9177651 -26.97601
38.60868 -9.394401 -18.39956 -5.18035 -0.7744024 -28.74616
40.92009 -10.95336 -19.83199 -8.801223 -0.365874 -29.93481
37.86807 -9.924824 -16.26502 -8.667633 -0.5595038 -27.56431
37.00117 -9.564921 -16.14416 -9.977114 -0.547417 -26.10141
37.05647 -7.641196 -15.2459 -8.398918 -0.7686421 -27.65801
36.32496 -8.233309 -16.47131 -6.445655 -1.256088 -26.23547
35.4789 -8.1963 -18.20782 -8.491824 -0.9834337 -24.39802
36.02277 -12.05171 -20.67693 -9.228512 -0.8147916 -23.42677
37.08909 -12.70879 -17.84027 -10.28176 -1.592103 -24.10876
35.50158 -11.38958 -18.55245 -7.438357 -1.427172 -24.66191
35.28243 -9.56859 -17.5979 -9.983147 -0.9746188 -26.19995
33.8111 -10.01606 -17.75539 -9.352783 -1.16738 -24.50025
35.46055 -11.84346 -19.88689 -12.05592 -0.8687638 -24.33045
34.54988 -12.35845 -21.25701 -10.50409 -1.050069 -25.5611
35.09488 -11.32158 -18.1825 -7.745412 -1.182108 -26.50983
34.48109 -10.42851 -14.99893 -9.522929 -1.939277 -24.81201
33.30153 -9.13108 -17.16849 -7.985437 -1.622019 -24.65351
33.51065 -9.829943 -18.43518 -5.819468 -1.550982 -24.85074
33.88618 -11.29224 -21.71962 -6.728839 -1.192268 -23.16041
35.8647 -9.466856 -19.97599 -7.684932 -1.29764 -22.7225
35.97857 -11.80505 -19.59812 -9.440945 -1.429319 -21.13308
37.5458 -12.56376 -16.55605 -10.81372 -0.9630023 -21.79082
39.7266 -13.11864 -20.39599 -9.136532 -0.6228553 -23.82257
40.14004 -11.67052 -21.13341 -10.84668 -1.190686 -21.8419
38.88607 -11.80982 -17.82769 -10.99001 -0.8216298 -21.23822
40.90934 -10.96927 -19.90881 -8.456674 -1.836825 -20.34481
41.60471 -11.27037 -18.24701 -7.661904 -2.194783 -20.14222
41.52834 -12.66957 -19.76202 -9.273959 -1.78491 -19.44975
42.39183 -10.06371 -21.86122 -8.178942 -0.793154 -20.46585
41.59659 -10.49468 -21.16234 -8.045489 -1.427165 -19.36094
39.56228 -11.65042 -18.4857 -9.308743 -0.9048096 -18.57328
37.22305 -8.960352 -17.95097 -7.67794 -0.9165108 -18.47163
38.41683 -8.351925 -16.50786 -8.894574 -1.583546 -17.47492
37.6147 -6.436251 -14.83896 -7.882578 -1.977529 -17.4477
36.63788 -5.260359 -16.04028 -7.453336 -1.523486 -18.5171
33.60788 -6.253817 -16.30121 -5.54867 -1.673772 -16.99671
32.89033 -6.977763 -16.57069 -5.705825 -0.223274 -20.63626
34.07603 -10.92559 -16.07468 -7.518508 0.2790776 -22.59755
33.63866 -11.53637 -15.93585 -9.296146 -0.5321346 -19.95616
33.00031 -10.2438 -15.85017 -7.506118 -1.405666 -19.42696
34.28677 -11.22344 -18.89108 -7.148511 -0.9873386 -20.06894
35.15391 -11.3836 -18.74572 -5.71566 -1.304459 -19.42365
34.86879 -10.83285 -14.29557 -9.147026 -1.586633 -18.98965
35.01476 -9.350016 -16.50991 -6.460187 -0.8048389 -19.70568
34.73236 -9.163185 -15.15213 -6.400008 -0.4791529 -22.01875
34.76268 -7.295543 -16.7445 -7.4992 -0.6240496 -22.21129
36.06154 -8.209387 -19.99905 -8.111299 -0.4862395 -22.53509
37.06084 -8.993044 -15.23596 -6.817947 -0.2266622 -23.32604
37.83098 -7.749003 -15.77055 -6.5352 -0.4276997 -22.37001
37.01317 -8.898991 -14.16513 -5.298174 -0.1443514 -20.9581
37.92724 -7.881685 -11.90641 -6.090663 -0.4274132 -19.85061
37.25578 -8.821898 -15.75895 -6.626479 -0.0181938 -18.15679
38.27435 -9.922086 -14.67351 -6.69528 -0.4171225 -17.56417
34.65065 -7.630265 -16.02776 -5.588968 -0.4789214 -18.3026
34.35549 -9.169858 -15.10421 -6.477422 -0.3127406 -18.28239
34.32545 -11.63719 -17.78933 -7.244269 -0.6515753 -15.75389
34.17899 -9.120412 -17.61285 -7.612948 -1.189828 -16.69672
33.88803 -8.695295 -17.41225 -6.399352 -0.9645384 -16.11656
36.33533 -6.885997 -18.50379 -5.496537 -1.197069 -18.73978
35.38452 -6.712424 -16.59877 -4.362867 -1.138033 -19.47795
35.2081 -9.474315 -15.47344 -7.894223 -0.4354855 -19.74675
33.14575 -6.450729 -14.84022 -4.660724 -1.35877 -17.98676
33.86546 -7.676313 -15.79993 -2.794078 -1.409737 -17.88254
31.58878 -8.486714 -18.77213 -5.744531 -0.9647238 -16.63889
32.5565 -10.6286 -16.81471 -8.556692 -0.8444975 -15.4697
33.168 -14.38156 -21.51175 -11.20649 -0.506403 -13.96377
33.5895 -14.62468 -20.29499 -9.853673 -0.837125 -15.62499
33.65094 -11.73643 -19.98049 -7.627686 -1.446242 -16.42385
31.54106 -9.597663 -16.76957 -9.007562 -0.6922001 -17.96358
30.32577 -7.274088 -16.93181 -9.256254 -1.584106 -17.40901
27.47995 -6.214387 -15.91226 -7.330516 -1.165017 -17.92343
28.0409 -9.263484 -16.06387 -4.029283 -0.6864355 -18.25806
26.75985 -8.039901 -14.81557 -7.356202 -0.7363623 -19.59955
25.10537 -7.639543 -13.56686 -8.881122 -0.406957 -17.42573
26.71489 -8.135215 -17.14157 -4.969147 -0.5926075 -17.11029
26.20642 -8.616342 -14.24637 -4.860579 -0.8819184 -19.30796
25.12456 -10.15715 -14.71779 -4.289045 -0.4268062 -19.14704
26.30092 -10.95653 -12.29628 -5.427762 -1.566505 -19.83835
26.09101 -9.264452 -12.77738 -4.146057 -1.408636 -19.97742
24.94817 -9.344297 -14.64833 -4.642 -1.220748 -19.59865
25.40424 -9.648545 -18.81716 -6.183616 -0.9806553 -21.04115
26.77997 -8.743352 -14.32782 -7.058704 -1.455335 -22.51287
24.63476 -10.54411 -17.71341 -5.729547 -0.9103286 -21.13374
26.53618 -11.39147 -16.124 -7.707783 -0.9631914 -20.99283
26.48179 -12.70177 -17.66208 -10.26639 -0.5451252 -21.07526
28.10648 -12.74139 -22.08419 -11.50449 -0.7613371 -21.45577
27.90589 -13.54654 -19.86091 -10.2482 -1.356255 -18.74309
27.43447 -14.21108 -18.09761 -9.222843 -1.458544 -19.844
26.76933 -11.97143 -18.19924 -11.53028 -0.5804222 -21.63799
26.14639 -11.9308 -19.66551 -9.697453 -0.5677158 -20.12778
26.59897 -11.81282 -20.66359 -9.189084 -0.7722283 -22.14369
27.09436 -12.11022 -16.58017 -4.909738 -1.229032 -23.75457
27.21582 -11.37445 -14.6434 -7.09844 -1.443967 -24.46884
27.99587 -9.255799 -13.29651 -6.781099 -2.074002 -22.9409
28.6913 -6.16655 -13.7995 -6.167706 -1.964655 -23.75636
27.29197 -6.619512 -12.77022 -4.818442 -1.234199 -25.40608
29.9398 -6.185343 -13.76981 -8.786724 -1.72552 -25.29696
28.50527 -7.466447 -14.50318 -7.164543 -1.140644 -23.33752
28.98252 -12.75065 -15.4604 -10.74643 -0.9116669 -23.21964
29.55171 -14.27712 -17.67324 -12.06477 -0.293977 -22.38731
29.11448 -12.90804 -19.18223 -11.98962 -1.063808 -19.924
28.25387 -11.24534 -15.50173 -9.762639 -1.78572 -21.07271
25.89582 -7.783658 -14.8989 -4.548085 -0.9710613 -22.62669
26.02117 -9.269016 -14.59168 -2.830888 -1.4889 -21.71297
27.96195 -7.444699 -12.57526 -4.98433 -0.9307272 -21.95575
29.14243 -8.680363 -14.44916 -7.333873 -0.8457679 -22.69485
28.11194 -8.189137 -17.94613 -7.354287 0.1159093 -22.92801
27.45932 -8.099292 -17.85898 -10.03527 -0.8811154 -20.28386
27.61216 -12.2403 -19.34495 -9.476083 -1.053094 -20.6037
28.93492 -12.06897 -21.42478 -8.776457 -1.376158 -20.47278
30.36874 -14.36347 -18.22652 -8.227354 -1.840889 -19.50715
28.7665 -10.26904 -19.30476 -9.06904 -1.28789 -20.74309
31.42265 -14.58133 -22.09295 -9.438534 -1.940486 -19.59142
30.66185 -17.11385 -20.29168 -14.56509 -1.064853 -20.12001
32.7374 -14.92219 -21.03651 -13.04398 -1.445451 -21.54574
33.76811 -15.83525 -20.05933 -11.6323 -1.441359 -23.79805
33.54527 -11.10108 -18.91992 -8.356521 -2.237185 -21.90801
32.86135 -9.618695 -18.58151 -11.28108 -1.616579 -22.69684
34.37807 -11.53625 -19.50074 -7.8293 -1.628953 -22.81336
36.28343 -11.60587 -22.06303 -10.13307 -1.374765 -23.15409
37.30707 -12.15295 -23.66031 -11.00492 -0.8952116 -23.51222
38.04351 -12.16618 -19.12609 -11.62962 -1.796381 -23.35899
37.74926 -13.70868 -17.95276 -9.314136 -1.443343 -25.09613
37.78743 -11.30156 -18.9065 -6.66219 -1.726198 -23.4334
40.27708 -12.76505 -21.41501 -12.70851 -0.8366449 -22.73886
38.63981 -12.8905 -18.03672 -12.58537 -0.2820746 -23.31757
37.75357 -12.72024 -17.71892 -9.405624 -0.8709829 -22.4224
38.17738 -9.886489 -20.64079 -11.25757 -1.283332 -22.11995
36.84068 -10.43918 -19.26382 -10.06736 -1.740829 -20.67706
37.22096 -11.18839 -15.23974 -8.60578 -0.9969694 -23.47197
38.47308 -9.778665 -19.60534 -9.108487 -0.6835572 -22.96705
41.76714 -13.58819 -20.20245 -12.6249 -0.9141081 -22.8461
41.86048 -7.02608 -20.89603 -10.17894 -1.741063 -24.26031
40.94301 -9.67994 -19.8763 -10.01313 -1.556827 -25.55933
37.84018 -8.696371 -17.65876 -8.062339 -1.614238 -24.80601
36.38641 -6.209258 -15.98587 -5.486116 -1.562108 -26.10077
36.04693 -6.520753 -12.92634 -6.270533 -0.70658 -27.75216
36.98625 -6.212645 -17.92045 -6.646195 0.1325862 -28.45223
39.23535 -7.343634 -17.87212 -7.008185 -0.507091 -27.76234
41.56608 -11.66355 -18.52683 -7.974191 -0.4448969 -30.12117
41.27114 -12.84395 -19.81393 -7.303258 -0.4306911 -30.18887
42.3596 -12.24774 -17.89346 -7.583901 -0.3449882 -31.88134
42.632 -11.29068 -18.37636 -7.752563 -0.738549 -31.77864
42.47726 -9.050452 -17.86483 -7.177022 -1.324875 -31.29461
40.83869 -8.611156 -16.27037 -6.779041 -0.8284071 -31.97556
41.6707 -10.43174 -16.44024 -10.10381 -1.1395 -29.80889
41.9178 -12.64465 -16.75769 -10.72766 -1.174276 -28.91056
42.36425 -12.60116 -17.08752 -8.612584 -0.2935404 -29.71254
45.14804 -11.98979 -16.10243 -11.35696 -1.089388 -29.81253
44.24583 -9.672468 -14.51351 -7.534019 -1.018334 -32.42922
45.22121 -9.807366 -14.8582 -6.218174 -1.382522 -30.68622
43.74253 -11.02247 -16.57542 -8.242453 -0.1127058 -31.42844
44.32383 -9.914483 -19.47229 -9.505805 -0.7062572 -29.17253
45.40866 -14.07353 -21.31143 -11.4112 0.2100553 -28.81014
43.75277 -11.2927 -19.10475 -8.698474 -1.069174 -27.84213
43.22218 -10.1225 -15.01677 -8.063873 -1.239639 -27.19158
43.95246 -6.772158 -19.55415 -9.021041 -1.005084 -26.62929
44.03464 -8.007625 -19.01099 -10.45389 -0.7338593 -27.36752
44.323 -9.874954 -16.69645 -6.809114 -0.8064515 -27.79809
42.73786 -13.08513 -17.14493 -9.056888 -0.1856444 -26.19907
43.99365 -12.20723 -16.77146 -7.777651 -1.548862 -26.53666
43.93582 -13.02182 -18.06079 -9.196605 -1.198228 -28.84062
43.55202 -9.794806 -18.49643 -8.883486 -0.759112 -31.50778
42.41263 -10.14843 -14.24383 -8.036592 -0.6628425 -31.73942
41.43159 -10.45448 -17.5337 -5.636249 -1.19319 -28.87001
42.95843 -9.004381 -16.86705 -7.431315 -2.112238 -28.38465
43.42913 -8.166556 -17.17317 -7.262704 -1.98858 -29.20412
43.43593 -11.11867 -16.65942 -11.21535 -1.842269 -28.72415
46.90851 -11.99998 -19.2315 -13.98762 -1.004926 -30.49354
46.16273 -13.38984 -19.5487 -8.827755 -0.4308316 -32.30149
48.24178 -13.32588 -19.46325 -10.69247 -0.8450567 -31.98385
48.87609 -9.681592 -21.21397 -8.765884 -1.420871 -31.59504
48.65907 -9.687552 -20.05078 -9.489816 -1.87105 -32.54325
47.56841 -13.2472 -18.84228 -9.114228 -1.199709 -32.66797
47.3952 -11.9642 -18.83455 -5.893908 -0.9405395 -34.07099
47.0786 -9.539433 -17.1419 -10.29251 -0.5172342 -36.1319
46.65288 -10.3163 -16.89247 -7.699025 -1.031904 -34.87825
46.83913 -8.535337 -17.48006 -8.046408 -0.6604582 -33.37965
45.5916 -7.521253 -17.62319 -9.54424 0.1973403 -33.36273
44.13752 -6.538334 -17.95403 -7.985484 -1.320484 -29.35602
46.25284 -8.301926 -19.08766 -7.467281 -0.5542863 -29.32486
44.7067 -7.20999 -16.0586 -4.989871 -0.9224262 -28.1987
44.01806 -8.340825 -14.34504 -4.871125 -0.7200262 -27.82794
43.64721 -7.1936 -14.3601 -7.451935 -0.402473 -30.1215
42.62643 -7.051287 -14.98943 -8.098883 -0.2778805 -29.8939
41.19627 -9.856027 -17.62652 -7.727573 0.4902651 -29.95719
39.87159 -8.621138 -18.24216 -8.677948 0.2416304 -28.54395
40.1499 -11.4711 -17.14444 -10.78241 0.2481996 -29.07633
40.54135 -9.749515 -19.40768 -7.531823 -0.5602113 -28.19405
41.94138 -9.026034 -16.7144 -9.649986 -0.9125401 -28.31708
42.41257 -8.464266 -19.34193 -9.582313 -0.8457796 -26.45584
43.9308 -8.669654 -18.73856 -7.284601 -1.994651 -25.45454
44.4939 -10.4959 -18.28751 -8.513924 -1.59171 -26.05023
44.07055 -9.720075 -14.83884 -6.728491 -1.976751 -26.27192
43.77488 -7.646502 -15.26026 -8.955241 -1.434459 -27.94717
43.32865 -8.550232 -21.11835 -7.870892 -1.056385 -28.18408
44.52964 -9.055924 -17.74557 -10.54671 -2.033514 -26.95332
45.6535 -10.56937 -18.80776 -8.770571 -1.866595 -27.98473
46.13051 -8.379071 -17.12515 -5.588797 -0.9662118 -28.52005
45.66627 -12.24628 -15.57304 -6.162734 -0.5311099 -30.08958
46.3046 -11.55896 -15.88533 -6.377157 -1.066102 -28.20767
48.31113 -10.84736 -15.98258 -9.608454 -1.677756 -26.35868
46.42594 -8.883181 -16.60138 -7.897671 -0.9770247 -24.69687
45.11041 -8.059919 -15.23767 -6.306302 -0.7532889 -22.15594
45.37965 -8.680071 -15.59124 -5.166003 -0.9565828 -21.65359
46.39931 -10.09512 -19.87104 -8.530175 -0.1865875 -20.33976
47.28284 -8.786857 -18.33398 -7.667701 -0.4442297 -21.9044
49.07468 -12.64584 -19.48823 -9.702354 -0.3136198 -21.24213
46.4175 -11.77182 -16.56113 -7.211342 -0.2183579 -20.30347
48.1228 -10.53085 -18.34368 -6.389771 -0.3195032 -20.6466
48.22481 -10.70587 -18.64164 -10.12217 -0.1159845 -20.12789
47.5034 -9.839167 -15.80648 -10.9306 -0.9797252 -18.77994
46.63544 -9.344799 -13.94037 -10.44372 -0.4446174 -20.03207
47.24683 -10.41329 -16.22063 -10.15812 -1.218672 -17.67659
49.87071 -10.63777 -17.25506 -10.43922 -1.324125 -18.07448
48.6569 -10.34783 -18.08184 -9.142901 -0.5898346 -16.65372
49.65248 -10.12745 -17.84399 -10.78386 -0.6328998 -16.4686
52.59082 -10.83609 -18.59038 -8.182009 -1.01483 -16.41168
52.00387 -7.651068 -18.15504 -6.766584 -1.599448 -16.12821
51.2269 -7.358145 -14.48091 -5.771067 -1.629992 -16.38586
53.89971 -8.489481 -17.41083 -6.036505 -1.601695 -16.07721
54.76567 -12.47299 -18.59113 -7.947215 -0.9373302 -16.85292
55.84057 -13.08339 -17.78968 -9.35599 -2.128877 -14.88409
52.76871 -11.91472 -13.96991 -8.700267 -1.533326 -15.36904
52.63614 -9.333236 -16.23341 -5.773425 -1.281387 -17.69756
54.98144 -8.561851 -18.41389 -7.961075 -0.7858934 -17.34506
54.89232 -8.42553 -17.77118 -8.256673 -1.297456 -14.93379
54.24789 -8.486946 -15.33432 -4.788999 -1.616331 -13.92424
55.35742 -7.748431 -18.76242 -7.792476 -0.5928143 -16.53208
53.88749 -12.38773 -20.24801 -7.878774 0.1063836 -17.79841
53.79216 -10.7636 -18.77428 -5.725932 -0.7950696 -17.61614
52.94043 -12.59543 -15.45428 -9.677302 -0.7406389 -15.78768
50.80252 -9.987912 -16.30958 -6.768708 -0.6094585 -16.10823
50.54505 -10.09856 -16.55818 -7.63795 -0.8400853 -16.91949
